Date,Country,City,Killed,Injured,Description
2015-02-01,Pakistan,Karachi,4,1.0,Four Sunnis are gunned down in two sectarian attacks.
2015-02-01,Egypt,Rafah,3,4.0,Two women and a child are crushed to death by two rocket attacks on their homes.
2015-02-01,Syria,Damascus,6,20.0,"Terrorists blow up a bus carrying Shiite pilgrims, killing six."
2015-02-01,Nigeria,Maiduguri,12,37.0,A dozen people lose their lives when Boko Haram gunmen attack a small city.
2015-02-01,Nigeria,Gombe,3,7.0,A bomb at a market leaves three dead.
2015-02-01,Nigeria,Potsikum,9,24.0,A suicide bomber murders nine innocents at a political gathering.
2015-02-01,Pakistan,Jhang,2,0.0,Two sisters are honor killed by their family for refusing to marry men picked out for them.
2015-02-01,Afghanistan,Chasht,4,3.0,"Fundamentalists pour automatic-weapons fire into a police post, killing four officers."
2015-02-01,Syria,Aleppo,2,16.0,"Army of Islam members target a neighborhood with rockets, killing two residents."
2015-02-01,Iraq,Mosul,2,0.0,Two Iraqi captives are beheaded by the Islamic State.
2015-02-02,Iraq,Tikrit,7,28.0,Seven Iraqis are sent to Allah by a Fedayeen suicide bomber.
2015-02-02,Pakistan,Nari Baba,3,2.0,Religious radicals blow up three locals.
2015-02-02,Nigeria,Gombe,5,8.0,Two suicide bombers kill five people at a market.
2015-02-02,Libya,Tripoli,1,2.0,One person is taken out by suspected Fajr Libya bombers.
2015-02-02,Syria,Raqqa,1,0.0,Another gay man is thrown from a building by Sharia activists.
2015-02-02,Bangladesh,Gaibandha,0,3.0,A married couple and one other are beaten by a Muslim mob angry about their conversion to Christianity
2015-02-02,Iraq,Fallujah,2,0.0,Two Shiites are beheaded by Sunnis.
2015-02-03,Libya,Sidra,5,13.0,Five others are killed during an assault by Fajr Libya.
2015-02-03,Iraq,Baghdad,5,15.0,"Jihadis set off a series of bombs at a popular square, killing five bystanders."
2015-02-03,Iraq,Baghdad,8,25.0,Eight people are blown to bits in three separate Mujahid bomb blasts.
2015-02-03,Somalia,Mogadishu,1,3.0,A civilian is taken out by an al-Shabaab bomb blast.
2015-02-03,Egypt,Alexandria,1,2.0,A civilian is killed - and a child injured - by an Islamist bomb at a checkpoint.
2015-02-03,Syria,Raqqa,1,0.0,The caliphate releases a video showing a captured Jordanian pilot being burned alive in a cage.
2015-02-03,France,Nice,0,3.0,Three French soldiers standing guard at a Jewish center are stabbed by a radical Muslim.
2015-02-03,Somalia,Baidoa,1,0.0,A cleric is assassinated near his mosque by radicals.
2015-02-03,Libya,Mabrook,13,0.0,Islamists storm an oilfield and slit the throats of thirteen employees.
2015-02-03,Pakistan,Ormagi,4,0.0,Four people are disintegrated by a Tehreek-e-Taliban IED.
2015-02-03,Thailand,Yala,1,0.0,A 35-year-old man is murdered in his home by Muslim gunmen.
2015-02-04,Iraq,Mosul,2,0.0,Two imams are executed by Religion of Peace rivals.
2015-02-04,Iraq,Mosul,4,0.0,Four people are beheaded by ISIS for condemning the burning of a pilot on Facebook.
2015-02-04,Iraq,Mahmoudiyyah,3,6.0,A woman is among three civilians who bleed to death following a Mujahid bombing near a bus.
2015-02-04,Cameroon,Fotokol,110,500.0,Boko Haram overrun a small town and massacre over one-hundred innocents.
2015-02-04,DRC,Beni,21,0.0,Seven women are among twenty-one villagers hacked to death by ADF-NALU.
2015-02-04,Yemen,Bayda,5,3.0,A suicide car bomber takes out five security personnel.
2015-02-04,Pakistan,Quetta,1,0.0,A guard for a polio team is shot dead by fundamentalist.
2015-02-04,Iraq,Mosul,1,0.0,A priest is beheaded by the Islamic State.
2015-02-04,Afghanistan,Ganjgal,2,0.0,A 23-year-old woman is among two people shot to death by a Sharia court.
2015-02-05,Afghanistan,Herat,2,0.0,Suspected Taliban gunmen pull up on a motorcycle and murder two traffic cops.
2015-02-05,Syria,Damascus,10,50.0,"The Army of Islam sends rockets into mainly Christian neighborhoods, killing ten residents."
2015-02-05,Egypt,Cairo,1,1.0,One person is killed when Islamic extremists firebomb and fire into a KFC restaurant.
2015-02-05,Iraq,Shirqat,2,0.0,A married couple is dragged into the public square and shot to death by pro-Sharia militants.
2015-02-05,Iraq,Tikrit,11,22.0,Eleven Iraqis are killed during a violent ISIS attack.
2015-02-05,Iraq,Mosul,2,0.0,A father and son are beheaded by the Islamic State.
2015-02-06,Iraq,Baghdad,3,5.0,A bomb blast at a market leaves three dead.
2015-02-06,Iraq,Tikrit,7,4.0,A suicide car bomber murders seven Iraqis.
2015-02-06,Afghanistan,Ghanikhil,2,0.0,Two policemen are shot to death by Sunni hardliners.
2015-02-06,Afghanistan,Washir,2,3.0,Two civilians are pulled into pieces by a Taliban bomb.
2015-02-06,Iraq,Ramadi,6,9.0,Six Iraqis are blown to bits by a Shahid suicide bomber.
2015-02-06,Libya,Benghazi,2,20.0,A suicide bomber kills a man and child.
2015-02-06,Iraq,Zumar,16,0.0,Women and children are among sixteen Yazidi victims of an ISIS execution.
2015-02-06,Niger,Bossa,4,13.0,At least four others are killed during a massive cross-border Boko Haram assault.
2015-02-06,Iraq,Bardiyan,23,0.0,Twenty-three Yazidi victims of Islamic State execution are found in another mass grave.
2015-02-06,Afghanistan,Kandahar,1,3.0,Two suicide bombings claim the life of one other person.
2015-02-06,Syria,Raqqa,1,0.0,A 26-year-old female American aid worker is reported dead by the Islamic State after being held for a year and a half.
2015-02-07,Iraq,Jalawla,1,0.0,A Kurd is tortured and killed on video by Shiite militia.
2015-02-07,Iraq,Baghdad,22,45.0,A brutal suicide bombing at a packed restaurant snuffs out the lives of twenty-two innocents.
2015-02-07,Iraq,Baghdad,11,26.0,Two bombs at a market produce eleven bodies.
2015-02-07,Iraq,Baghdad,5,13.0,Five Iraqis are disassembled by a Fedayeen suicide bomber at a commercial district.
2015-02-07,Pakistan,Parachinar,1,0.0,A Shiite is shot to death by Sunni radicals.
2015-02-08,Syria,Aldbsa,1,0.0,An elderly man is publicly beheaded for 'witchcraft'.
2015-02-08,Afghanistan,Nangarhar,2,1.0,Militants enter a rival mosque and gun down two people.
2015-02-08,Niger,Diffa,5,15.0,"A Shahid suicide bomber detonates at a pepper market, killing five patrons."
2015-02-08,Pakistan,Nari Baba,3,5.0,Lashkar-e-Islam kill ten members of a peace committee with an IED in a house.
2015-02-08,Somalia,Puntland,2,5.0,"Islamic activists roll up to a police checkpoint and throw in a grenade, killing two officers."
2015-02-09,Iraq,Saniya,13,6.0,Over a dozen people at a popular gathering place are torn to pieces by a Shahid suicide bomber.
2015-02-09,Iraq,Mosul,5,0.0,Five Iraqis are executed by the Islamic State.
2015-02-09,Iraq,Mosul,0,15.0,Fifteen women are reportedly arrested and disfigured with acid by the caliphate for not wearing the niqab.
2015-02-09,Somalia,Mogadishu,3,0.0,A member of parliament is assassinated by a group fighting for Islamic law. Two bodyguards are also killed.
2015-02-09,Iraq,Kadhimiyah,18,42.0,A Sunni suicide bomber takes out eighteen innocents near a Shia shrine.
2015-02-09,Iraq,Husseiniyah,4,8.0,"A Jihadi bomb blast rips through a commercial area, claiming four souls."
2015-02-09,Pakistan,Hayatabad,1,0.0,Sipah-e-Sahaba gunmen murder a Shiite doctor.
2015-02-09,Pakistan,Karachi,1,0.0,A Shia museum official is taken down in a Sunni drive-by.
2015-02-10,Cameroon,Koza,7,8.0,"Boko Haram hijacks a bus with passengers, kills seven and kidnaps eight young girls."
2015-02-10,Iraq,Samarrah,6,29.0,A Fedayeen suicide bomber takes out six other people.
2015-02-10,Nigeria,Logo,22,20.0,Fulani terrorists massacre over twenty villagers.
2015-02-10,Egypt,Arish,10,0.0,Ten people are beheaded on video by Ansar Bait al-Maqdis.
2015-02-10,Iraq,Baghdad,4,18.0,Two Mujahid bomb blasts produce a four dead Iraqis.
2015-02-10,Iraq,Madain,2,7.0,Two civilians are taken out by an IED.
2015-02-10,Afghanistan,Jalalabad,2,3.0,"A massive suicide attack leaves two dead, including a female politician."
2015-02-10,Somalia,Guri-El,12,30.0,A dozen people lose their lives when Ahlu Sunna Wal Jama'a attack a government building.
2015-02-10,Iraq,Tarmia,3,10.0,Ten Shiites are laid out by a Sunni bomb.
2015-02-10,Afghanistan,Kunduz,1,3.0,Five suicide bombers manage to kill only one other person.
2015-02-11,Iraq,Mosul,1,0.0,A female politician is publicly executed by the Islamic State.
2015-02-11,Syria,Raqqa,1,0.0,An ISIS prisoner is executed with a shotgun blast to the head.
2015-02-11,Iraq,Baghdad,9,25.0,Two Jihadi bombings leave nine dead.
2015-02-11,Iraq,Baghdad,10,25.0,Ten civilians lose their lives when terrorists send mortar shells into two Shiite neighborhoods.
2015-02-11,Iraq,Tikrit,12,37.0,Three ISIS suicide bombers kill a dozen Iraqis.
2015-02-11,Libya,Benghazi,40,0.0,Forty severed heads are discovered at a training camp for Islamists.
2015-02-12,Iraq,Salamiya,30,0.0,Thirty people are rounded up and executed for refusing to fight for the Islamic State.
2015-02-12,Pakistan,Maldilan,2,2.0,"A bomb shaped like a toy kills two children, ages 6 and 13."
2015-02-12,Nigeria,Biu,11,20.0,A female suicide bomber slaughters eleven people at a packed market.
2015-02-12,Yemen,Baihan,8,0.0,Eight defenders are killed during an al-Qaeda attack which began with a suicide bombing.
2015-02-12,Nigeria,Mbuta,9,0.0,Nine villagers are massacred by Boko Haram.
2015-02-12,Nigeria,Akida,12,0.0,Twelve villagers are massacred by Boko Haram.
2015-02-12,Yemen,Lahij,1,0.0,A pilot is shot to death by al-Qaeda.
2015-02-13,Egypt,al-Minya,1,0.0,A Coptic youth is reportedly burned alive by Muslim miscreants.
2015-02-13,Chad,Ngouboua,10,0.0,Islamists row across a lake and murder ten villagers in a surprise attack.
2015-02-13,Iraq,Qaim,9,0.0,Nine civilians are executed by the Islamic State.
2015-02-13,Iraq,Rutba,1,0.0,A boy is executed for criticizing the Islamic State on Facebook.
2015-02-13,Iraq,Samarrah,6,0.0,Two children and a woman are among a family of six disassembled by a Mujahid bomb.
2015-02-13,Pakistan,Peshawar,22,65.0,At least twenty worshippers are massacred by Jundallah gunmen with suicide vests at a Shiite mosque.
2015-02-13,Egypt,Cairo,1,8.0,A policeman is killed in a roadside bombing by Islamic extremists.
2015-02-13,Iraq,Qadisiya,7,0.0,An ISIS crew executes seven policemen.
2015-02-14,Iraq,Sadr City,9,0.0,"A Shiite militia ambushes and brutally executes a Sunni leader, his son and seven others."
2015-02-14,Libya,Sirte,21,0.0,"Twenty-one Christians are abducted by Islamists, forced to their knees and then beheaded."
2015-02-14,Denmark,Copenhagen,1,3.0,"A gunman praises Allah and fires into a cafe hosting a free speech event organized by a cartoonist critical of Islam, killing one participant."
2015-02-14,Pakistan,Shar Sadardin,1,0.0,A young woman is shot to death by her conservative brother on suspicion of sexual activity.
2015-02-14,Mali,Mopti,2,3.0,Two local soldiers are left dead after a surprise attack by a suspected al-Qaeda linked group.
2015-02-14,Pakistan,Shalman,1,1.0,The driver for a polio vaccination team is murdered by fundamentalist gunmen.
2015-02-14,Pakistan,Orangi,1,0.0,A 32-year-old Shiite is gunned down by Sunni radicals outside his photo shop.
2015-02-14,Tanzania,Tanga,1,5.0,A police officer is murdered by members of an al-Shabaab offshoot.
2015-02-14,USA,"Detroit, MI",0,2.0,Two men are stabbed by a Muslim who first verified that they were unbelievers.
2015-02-14,Iraq,Nineveh,2,0.0,Two physicians are executed by Islamic radicals.
2015-02-14,Syria,al-Bab,3,0.0,The caliphate publicly executes two men and crucifies another to a cheering crowd.
2015-02-15,CAR,Nana Grebizi,2,1.0,"A pastor and his congregant are killed by Muslims, who also torture another."
2015-02-15,Iraq,Udhaim,15,0.0,Fifteen defenders are killed during an ISIS attack on a dam.
2015-02-15,Denmark,Copenhagen,1,2.0,A 37-year-old Jewish man guarding a synagogue is gunned down by a Muslim radical.
2015-02-15,Nigeria,Damaturu,16,30.0,"A teenaged girl blows herself up at a crowded bus station, taking at least sixteen bystanders with her."
2015-02-15,Egypt,Benha,1,3.0,A policeman is picked off in a Muslim drive-by.
2015-02-15,Pakistan,Rawalpindi,1,1.0,A Sunni activist is assassinated by sectarian rivals.
2015-02-15,Egypt,Sheikh Zuweyid,0,2.0,Islamic militants stage two suicide car bombings on a police station.
2015-02-15,Iraq,al-Baghdadi,3,0.0,Three policemen are kidnapped and executed by the Islamic State.
2015-02-15,Iraq,Hawija,15,0.0,Fifteen Kurds are captured and executed by ISIS.
2015-02-16,Iraq,Mansouriya,1,3.0,An electrical worker is dismantled by a roadside bomb.
2015-02-16,Iraq,Saladin,12,0.0,A dozen Kurds are ambushed and killed by the Islamic State.
2015-02-16,Somalia,Mogadishu,4,0.0,Four airport workers are machine-gunned at point-blank range by al-Shabaab.
2015-02-16,Cameroon,Waza,4,10.0,Islamists slay four local soldiers.
2015-02-16,Syria,Aleppo,9,20.0,Four children are among nine killed when Sunnis fire into a Shia-held neighborhood.
2015-02-16,Afghanistan,Kandahar,13,0.0,Thirteen local cops lose their lives to an ambush by armed Taliban fundamentalists.
2015-02-17,Iraq,Mashad,15,0.0,"Fifteen civilians are executed by the Islamic State, three of whom are burned alive."
2015-02-17,Iraq,Camp Speicher,4,18.0,A Shahid suicide bomber takes out four Iraqis.
2015-02-17,Pakistan,Lahore,8,23.0,At least eight people are killed when a suicide bomber detonates outside a hotel.
2015-02-17,Tunisia,Kasserine,4,0.0,"al-Qaeda militants open fire on a police checkpoint, killing four officers."
2015-02-17,Iraq,Mosul,4,0.0,Four people are put to death for 'witchcraft'.
2015-02-17,Iraq,Mosul,3,0.0,Three physicians are executed by the caliphate.
2015-02-17,Afghanistan,Kabul,4,0.0,A bomb blast takes out all four members of a family.
2015-02-17,Iraq,Qaim,8,0.0,Eight citizens are executed by the Islamic State.
2015-02-17,Iraq,Baghdadi,27,0.0,Islamists capture and execute twenty-seven Iraqi policemen.
2015-02-17,Nigeria,Yamarkumi,36,20.0,Children are heavily represented in the three dozen innocents blown to bits by suicide bombers.
2015-02-17,Iraq,Baghdadi,45,0.0,Forty-five people are burned to death by the Islamic State.
2015-02-17,Nigeria,Potiskum,4,11.0,"A Shahid suicide bomber blows himself up in a restaurant, killing the manager, a waiter and two customers."
2015-02-17,Chad,Dikwa,2,0.0,Two guards are killed during a cross-border raid by Boko Haram.
2015-02-17,Pakistan,Zhob,4,0.0,Four members of a polio vaccination team are kidnapped and murdered by the Taliban.
2015-02-17,Afghanistan,Logar,22,8.0,Two dozen local recruits are massacred by a suicide bomber at a dining hall.
2015-02-17,Nigeria,Tamsu-Shehuri,12,0.0,A dozen people are gunned down by Sharia advocates.
2015-02-17,Nigeria,Hong,27,0.0,Over two dozen people in two villages are massacred by Boko Haram.
2015-02-17,Iraq,Fallujah,11,0.0,Eleven residents of the city are reportedly burned alive by ISIS.
2015-02-18,Egypt,Suez,1,1.0,One person is killed by Islamic radicals.
2015-02-18,Pakistan,Nazimabad,2,0.0,A prominent Shiite and his driver are murdered by sectarian rivals.
2015-02-18,Iraq,Mosul,1,0.0,An elderly man is tied up and stoned to death after being accused of adultery.
2015-02-18,Iraq,Samarrah,6,16.0,Six Iraqis are sent to Allah by a Fedayeen suicide bomber.
2015-02-18,Pakistan,Islamabad,4,6.0,"A Jundullah suicide bomber detonates outside a Shiite mosque, killing four innocents."
2015-02-18,Egypt,Cairo,1,0.0,A bomb planted by religious extremists kills a street cleaner.
2015-02-19,Iraq,Mosul,1,0.0,A journalist is executed by the Islamic State.
2015-02-19,Pakistan,Karachi,1,0.0,A young political worker is murdered by religious extremists.
2015-02-19,Iraq,Baghdad,2,0.0,A farmer and his wife die from splinter injuries after caliphate militants lob mortars into their home.
2015-02-19,Iraq,Ghazaliyah,2,8.0,Two people in a commercial district are reduced to pulp by a Mujahid bomb blast.
2015-02-19,Iraq,al-Baghdadi,100,0.0,One-hundred tribesmen are publicly executed by ISIS.
2015-02-19,India,Karnataka,1,1.0,A Hindu man is hacked to death by members of an Islamist group.
2015-02-19,Nigeria,Chibok,30,0.0,At least thirty are left dead when Boko Haram gunmen open up randomly on villagers.
2015-02-19,Syria,Raqaa,3,0.0,Three prisoners are beaten to death by an angry mob of Islamists.
2015-02-19,Afghanistan,Spin Boldak,6,10.0,Three civilians are among a half dozen people killed during by a Taliban suicide attack.
2015-02-19,Niger,Tourba Guida,3,3.0,Three people are murdered by a Boko Haram attack on a village.
2015-02-19,Iraq,Baghdad,3,11.0,Three people at a cafe are taken out in mid-bite by Jihadi bombers.
2015-02-20,Thailand,Narathiwat,0,13.0,Muslim 'insurgents' set off a car bomb outside a karaoke bar.
2015-02-20,Niger,Karamga,8,0.0,A surprise Boko Haram attack on an island community leaves eight others dead.
2015-02-20,Libya,al-Qubah,47,80.0,Fifty people are blown to bits by three Islamic State suicide car bombs.
